ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
BGD,Barishal,1816526,Total fertility rate 15-49,3.5,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360001,1360010,Region,Barishal,0,,0,1,FEFRTRWTFR,BDDHS1994360001,1993-94,DHS,,,,,1
BGD,Chattogram/Sylhet,1803477,Total fertility rate 15-49,3.9,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FEFRTRWTFR,BDDHS1994360002,1993-94,DHS,,,,,1
BGD,Chattogram,1810078,Total fertility rate 15-49,3.9,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360003,1360030,Region,..Chattogram,0,,0,1,FEFRTRWTFR,BDDHS1994360003,1993-94,DHS,,,,,
BGD,Dhaka before 2015,1810059,Total fertility rate 15-49,3.4,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FEFRTRWTFR,BDDHS1994360005,1993-94,DHS,,,,,1
BGD,Khulna,1810119,Total fertility rate 15-49,3,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360006,1360060,Region,Khulna,0,,0,1,FEFRTRWTFR,BDDHS1994360006,1993-94,DHS,,,,,1
BGD,Rajshahi/Rangpur,6399873,Total fertility rate 15-49,3,1,BD,Bangladesh,1994,BD1994DHS,FE_FRTR_W_TFR,11763080,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FEFRTRWTFR,BDDHS1994360007,1993-94,DHS,,,,,1
BGD,Barishal,7234047,Married women currently using any method of contraception,48,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360001,1360010,Region,Barishal,0,,0,1,FPCUSMWANY,BDDHS1994360001,1993-94,DHS,561,931,,,1
BGD,Chattogram/Sylhet,803033,Married women currently using any method of contraception,29.5,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FPCUSMWANY,BDDHS1994360002,1993-94,DHS,2313,1833,,,1
BGD,Chattogram,1558529,Married women currently using any method of contraception,29.5,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360003,1360030,Region,..Chattogram,0,,0,1,FPCUSMWANY,BDDHS1994360003,1993-94,DHS,2313,1833,,,
BGD,Dhaka before 2015,3644518,Married women currently using any method of contraception,44.7,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FPCUSMWANY,BDDHS1994360005,1993-94,DHS,2701,2531,,,1
BGD,Khulna,6759241,Married women currently using any method of contraception,55.7,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360006,1360060,Region,Khulna,0,,0,1,FPCUSMWANY,BDDHS1994360006,1993-94,DHS,1132,1167,,,1
BGD,Rajshahi/Rangpur,2785935,Married women currently using any method of contraception,55.4,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_ANY,32633010,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPCUSMWANY,BDDHS1994360007,1993-94,DHS,2133,2384,,,1
BGD,Barishal,7234048,Married women currently using any modern method of contraception,38.1,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360001,1360010,Region,Barishal,0,,0,1,FPCUSMWMOD,BDDHS1994360001,1993-94,DHS,561,931,,,1
BGD,Chattogram/Sylhet,803034,Married women currently using any modern method of contraception,23.6,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FPCUSMWMOD,BDDHS1994360002,1993-94,DHS,2313,1833,,,1
BGD,Chattogram,1558530,Married women currently using any modern method of contraception,23.6,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360003,1360030,Region,..Chattogram,0,,0,1,FPCUSMWMOD,BDDHS1994360003,1993-94,DHS,2313,1833,,,
BGD,Dhaka before 2015,3644519,Married women currently using any modern method of contraception,36.9,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FPCUSMWMOD,BDDHS1994360005,1993-94,DHS,2701,2531,,,1
BGD,Khulna,6759242,Married women currently using any modern method of contraception,43.2,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360006,1360060,Region,Khulna,0,,0,1,FPCUSMWMOD,BDDHS1994360006,1993-94,DHS,1132,1167,,,1
BGD,Rajshahi/Rangpur,2785936,Married women currently using any modern method of contraception,46.5,1,BD,Bangladesh,1994,BD1994DHS,FP_CUSM_W_MOD,32633020,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPCUSMWMOD,BDDHS1994360007,1993-94,DHS,2133,2384,,,1
BGD,Barishal,820902,Unmet need for family planning,21.3,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360001,1360010,Region,Barishal,0,,0,1,FPNADMWUNT,BDDHS1994360001,1993-94,DHS,561,931,,,1
BGD,Chattogram/Sylhet,978926,Unmet need for family planning,30,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FPNADMWUNT,BDDHS1994360002,1993-94,DHS,2313,1833,,,1
BGD,Chattogram,6381146,Unmet need for family planning,30,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360003,1360030,Region,..Chattogram,0,,0,1,FPNADMWUNT,BDDHS1994360003,1993-94,DHS,2313,1833,,,
BGD,Dhaka before 2015,2737447,Unmet need for family planning,20.6,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FPNADMWUNT,BDDHS1994360005,1993-94,DHS,2701,2531,,,1
BGD,Khulna,111907,Unmet need for family planning,15.8,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360006,1360060,Region,Khulna,0,,0,1,FPNADMWUNT,BDDHS1994360006,1993-94,DHS,1132,1167,,,1
BGD,Rajshahi/Rangpur,3148755,Unmet need for family planning,16.9,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_UNT,32933030,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPNADMWUNT,BDDHS1994360007,1993-94,DHS,2133,2384,,,1
BGD,Barishal,1565682,Demand for family planning satisfied by modern methods,54.9,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360001,1360010,Region,Barishal,0,,0,1,FPNADMWPDM,BDDHS1994360001,1993-94,DHS,389,647,,,1
BGD,Chattogram/Sylhet,4930755,Demand for family planning satisfied by modern methods,39.7,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FPNADMWPDM,BDDHS1994360002,1993-94,DHS,1376,1099,,,1
BGD,Chattogram,3256181,Demand for family planning satisfied by modern methods,39.7,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360003,1360030,Region,..Chattogram,0,,0,1,FPNADMWPDM,BDDHS1994360003,1993-94,DHS,1376,1099,,,
BGD,Dhaka before 2015,6123057,Demand for family planning satisfied by modern methods,56.4,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FPNADMWPDM,BDDHS1994360005,1993-94,DHS,1764,1652,,,1
BGD,Khulna,4056592,Demand for family planning satisfied by modern methods,60.4,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360006,1360060,Region,Khulna,0,,0,1,FPNADMWPDM,BDDHS1994360006,1993-94,DHS,810,833,,,1
BGD,Rajshahi/Rangpur,7031735,Demand for family planning satisfied by modern methods,64.4,1,BD,Bangladesh,1994,BD1994DHS,FP_NADM_W_PDM,32933150,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPNADMWPDM,BDDHS1994360007,1993-94,DHS,1541,1724,,,1
BGD,Barishal,1428956,Median age at first marriage [Women]: 25-49,14.1,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360001,1360010,Region,Barishal,0,,0,1,MAAAFMWM2B,BDDHS1994360001,1993-94,DHS,,,,,1
BGD,Chattogram/Sylhet,1411880,Median age at first marriage [Women]: 25-49,14.7,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,MAAAFMWM2B,BDDHS1994360002,1993-94,DHS,,,,,1
BGD,Chattogram,1404607,Median age at first marriage [Women]: 25-49,14.7,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360003,1360030,Region,..Chattogram,0,,0,1,MAAAFMWM2B,BDDHS1994360003,1993-94,DHS,,,,,
BGD,Dhaka before 2015,1404580,Median age at first marriage [Women]: 25-49,14,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,MAAAFMWM2B,BDDHS1994360005,1993-94,DHS,,,,,1
BGD,Khulna,1404602,Median age at first marriage [Women]: 25-49,13.7,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360006,1360060,Region,Khulna,0,,0,1,MAAAFMWM2B,BDDHS1994360006,1993-94,DHS,,,,,1
BGD,Rajshahi/Rangpur,6399185,Median age at first marriage [Women]: 25-49,13.8,1,BD,Bangladesh,1994,BD1994DHS,MA_AAFM_W_M2B,41633090,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,MAAAFMWM2B,BDDHS1994360007,1993-94,DHS,,,,,1
BGD,Barishal,7817013,Infant mortality rate,102,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360001,1993-94,DHS,,,84,120,1
BGD,Chattogram/Sylhet,7942693,Infant mortality rate,103,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360002,1993-94,DHS,,,90,116,1
BGD,Chattogram,1734599,Infant mortality rate,103,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360003,1993-94,DHS,,,90,116,
BGD,Dhaka before 2015,1734557,Infant mortality rate,105,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360005,1993-94,DHS,,,94,116,1
BGD,Khulna,7756784,Infant mortality rate,90,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360006,1993-94,DHS,,,76,105,1
BGD,Rajshahi/Rangpur,1728566,Infant mortality rate,95,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_IMR,63206030,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS1994360007,1993-94,DHS,,,81,109,1
BGD,Barishal,7471097,Under-five mortality rate,147,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360001,1993-94,DHS,,,126,167,1
BGD,Chattogram/Sylhet,7807483,Under-five mortality rate,167,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360002,1993-94,DHS,,,149,186,1
BGD,Chattogram,7926541,Under-five mortality rate,167,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360003,1993-94,DHS,,,149,186,
BGD,Dhaka before 2015,7924325,Under-five mortality rate,157,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360005,1993-94,DHS,,,142,172,1
BGD,Khulna,1734649,Under-five mortality rate,113,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360006,1993-94,DHS,,,96,130,1
BGD,Rajshahi/Rangpur,7741958,Under-five mortality rate,135,0,BD,Bangladesh,1994,BD1994DHS,CM_ECMR_C_U5M,63206050,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS1994360007,1993-94,DHS,,,117,153,1
BGD,Barishal,1317329,Place of delivery: Health facility,1.5,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360001,1360010,Region,Barishal,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360001,1993-94,DHS,253,412,,,1
BGD,Barishal,2621578,Place of delivery: Health facility,1.1,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360001,1360010,Region,Barishal,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360001,1993-94,DHS,171,279,,,1
BGD,Chattogram/Sylhet,6990817,Place of delivery: Health facility,2.1,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360002,1360020,Region,Chattogram/Sylhet,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360002,1993-94,DHS,1190,942,,,1
BGD,Chattogram/Sylhet,4812708,Place of delivery: Health facility,2.3,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360002,1360020,Region,Chattogram/Sylhet,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360002,1993-94,DHS,803,637,,,1
BGD,Chattogram,3895458,Place of delivery: Health facility,2.1,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360003,1360030,Region,..Chattogram,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360003,1993-94,DHS,1190,942,,,
BGD,Chattogram,7308354,Place of delivery: Health facility,2.3,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360003,1360030,Region,..Chattogram,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360003,1993-94,DHS,803,637,,,
BGD,Dhaka before 2015,6544008,Place of delivery: Health facility,5.7,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360005,1360050,Region,Dhaka before 2015,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360005,1993-94,DHS,1196,1119,,,1
BGD,Dhaka before 2015,1303016,Place of delivery: Health facility,4.7,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360005,1360050,Region,Dhaka before 2015,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360005,1993-94,DHS,790,741,,,1
BGD,Khulna,7793805,Place of delivery: Health facility,4.6,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360006,1360060,Region,Khulna,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360006,1993-94,DHS,428,435,,,1
BGD,Khulna,4990771,Place of delivery: Health facility,5.1,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360006,1360060,Region,Khulna,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360006,1993-94,DHS,268,273,,,1
BGD,Rajshahi/Rangpur,455555,Place of delivery: Health facility,2.3,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360007,1360070,Region,Rajshahi/Rangpur,14000,Three years preceding the survey,0,0,RHDELPCDHF,BDDHS1994360007,1993-94,DHS,849,957,,,1
BGD,Rajshahi/Rangpur,4116146,Place of delivery: Health facility,2.5,1,BD,Bangladesh,1994,BD1994DHS,RH_DELP_C_DHF,83566070,I,360007,1360070,Region,Rajshahi/Rangpur,14002,Two years preceding the survey,0,1,RHDELPCDHF,BDDHS1994360007,1993-94,DHS,523,588,,,1
BGD,Barishal,5168445,Fully vaccinated (8 basic antigens),73.2,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360001,1360010,Region,Barishal,0,,0,1,CHVACCCBAS,BDDHS1994360001,1993-94,DHS,80,131,,,1
BGD,Chattogram/Sylhet,3129287,Fully vaccinated (8 basic antigens),53.7,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,CHVACCCBAS,BDDHS1994360002,1993-94,DHS,385,303,,,1
BGD,Chattogram,6550401,Fully vaccinated (8 basic antigens),53.7,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360003,1360030,Region,..Chattogram,0,,0,1,CHVACCCBAS,BDDHS1994360003,1993-94,DHS,385,303,,,
BGD,Dhaka before 2015,7280504,Fully vaccinated (8 basic antigens),49.4,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,CHVACCCBAS,BDDHS1994360005,1993-94,DHS,348,323,,,1
BGD,Khulna,5356696,Fully vaccinated (8 basic antigens),80.7,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360006,1360060,Region,Khulna,0,,0,1,CHVACCCBAS,BDDHS1994360006,1993-94,DHS,128,130,,,1
BGD,Rajshahi/Rangpur,3734044,Fully vaccinated (8 basic antigens),65,1,BD,Bangladesh,1994,BD1994DHS,CH_VACC_C_BAS,93906230,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,CHVACCCBAS,BDDHS1994360007,1993-94,DHS,230,258,,,1
BGD,Barishal,4151253,Treatment of diarrhea: Either ORS or RHF,63.9,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360001,1360010,Region,Barishal,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360001,1993-94,DHS,36,61,,,1
BGD,Chattogram/Sylhet,4928363,Treatment of diarrhea: Either ORS or RHF,55.3,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360002,1360020,Region,Chattogram/Sylhet,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360002,1993-94,DHS,151,118,,,1
BGD,Chattogram,5151299,Treatment of diarrhea: Either ORS or RHF,55.3,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360003,1360030,Region,..Chattogram,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360003,1993-94,DHS,151,118,,,
BGD,Dhaka before 2015,6574162,Treatment of diarrhea: Either ORS or RHF,58.6,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360005,1360050,Region,Dhaka before 2015,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360005,1993-94,DHS,102,96,,,1
BGD,Khulna,7797486,Treatment of diarrhea: Either ORS or RHF,42.6,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360006,1360060,Region,Khulna,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360006,1993-94,DHS,57,57,,,1
BGD,Rajshahi/Rangpur,6397266,Treatment of diarrhea: Either ORS or RHF,70.3,1,BD,Bangladesh,1994,BD1994DHS,CH_DIAT_C_ORT,94096040,I,360007,1360070,Region,Rajshahi/Rangpur,14000,Three years preceding the survey,0,0,CHDIATCORT,BDDHS1994360007,1993-94,DHS,97,110,,,1
BGD,Barishal,1404953,Median duration of exclusive breastfeeding,1.6,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360001,1360010,Region,Barishal,0,,0,1,CNBFDRCMDE,BDDHS1994360001,1993-94,DHS,,,,,1
BGD,Chattogram/Sylhet,1379931,Median duration of exclusive breastfeeding,1.9,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,CNBFDRCMDE,BDDHS1994360002,1993-94,DHS,,,,,1
BGD,Chattogram,1397114,Median duration of exclusive breastfeeding,1.9,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360003,1360030,Region,..Chattogram,0,,0,1,CNBFDRCMDE,BDDHS1994360003,1993-94,DHS,,,,,
BGD,Dhaka before 2015,1397110,Median duration of exclusive breastfeeding,1.1,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,CNBFDRCMDE,BDDHS1994360005,1993-94,DHS,,,,,1
BGD,Khulna,1397096,Median duration of exclusive breastfeeding,1.6,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360006,1360060,Region,Khulna,0,,0,1,CNBFDRCMDE,BDDHS1994360006,1993-94,DHS,,,,,1
BGD,Rajshahi/Rangpur,6399134,Median duration of exclusive breastfeeding,2.2,1,BD,Bangladesh,1994,BD1994DHS,CN_BFDR_C_MDE,104336020,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,CNBFDRCMDE,BDDHS1994360007,1993-94,DHS,,,,,1
BGD,Barishal,43615,Women with secondary or higher education,19.7,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360001,1360010,Region,Barishal,0,,0,1,EDEDUCWSEH,BDDHS1994360001,1993-94,DHS,600,995,,,1
BGD,Chattogram/Sylhet,4872986,Women with secondary or higher education,14.9,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,EDEDUCWSEH,BDDHS1994360002,1993-94,DHS,2503,1983,,,1
BGD,Chattogram,414575,Women with secondary or higher education,14.9,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360003,1360030,Region,..Chattogram,0,,0,1,EDEDUCWSEH,BDDHS1994360003,1993-94,DHS,2503,1983,,,
BGD,Dhaka before 2015,6008309,Women with secondary or higher education,16.5,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,EDEDUCWSEH,BDDHS1994360005,1993-94,DHS,2907,2722,,,1
BGD,Khulna,6239016,Women with secondary or higher education,16.3,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360006,1360060,Region,Khulna,0,,0,1,EDEDUCWSEH,BDDHS1994360006,1993-94,DHS,1203,1242,,,1
BGD,Rajshahi/Rangpur,3509758,Women with secondary or higher education,11.3,1,BD,Bangladesh,1994,BD1994DHS,ED_EDUC_W_SEH,231203100,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,EDEDUCWSEH,BDDHS1994360007,1993-94,DHS,2281,2551,,,1
BGD,Barishal,487107,Households with electricity,10.2,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360001,1360010,Region,Barishal,0,,0,1,HCELECHELC,BDDHS1994360001,1993-94,DHS,603,991,,,1
BGD,Chattogram/Sylhet,3865106,Households with electricity,21,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,HCELECHELC,BDDHS1994360002,1993-94,DHS,2370,1864,,,1
BGD,Chattogram,246672,Households with electricity,21,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360003,1360030,Region,..Chattogram,0,,0,1,HCELECHELC,BDDHS1994360003,1993-94,DHS,2370,1864,,,
BGD,Dhaka before 2015,4466735,Households with electricity,24,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,HCELECHELC,BDDHS1994360005,1993-94,DHS,2867,2690,,,1
BGD,Khulna,4029142,Households with electricity,15.9,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360006,1360060,Region,Khulna,0,,0,1,HCELECHELC,BDDHS1994360006,1993-94,DHS,1087,1118,,,1
BGD,Rajshahi/Rangpur,6510813,Households with electricity,9.2,1,BD,Bangladesh,1994,BD1994DHS,HC_ELEC_H_ELC,260321010,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,HCELECHELC,BDDHS1994360007,1993-94,DHS,2248,2511,,,1
BGD,Barishal,1796481,Total fertility rate 15-49,3.3,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360001,1360010,Region,Barishal,0,,0,1,FEFRTRWTFR,BDDHS1997360001,1996-97,DHS,,,,,1
BGD,Chattogram/Sylhet,2666357,Total fertility rate 15-49,4.1,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FEFRTRWTFR,BDDHS1997360002,1996-97,DHS,,,,,
BGD,Chattogram,1816643,Total fertility rate 15-49,4.1,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360003,1360030,Region,..Chattogram,0,,0,1,FEFRTRWTFR,BDDHS1997360003,1996-97,DHS,,,,,1
BGD,Sylhet,1816639,Total fertility rate 15-49,4.2,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360004,1360040,Region,..Sylhet,0,,0,1,FEFRTRWTFR,BDDHS1997360004,1996-97,DHS,,,,,1
BGD,Dhaka before 2015,1816653,Total fertility rate 15-49,3.2,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FEFRTRWTFR,BDDHS1997360005,1996-97,DHS,,,,,1
BGD,Khulna,1796417,Total fertility rate 15-49,2.5,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360006,1360060,Region,Khulna,0,,0,1,FEFRTRWTFR,BDDHS1997360006,1996-97,DHS,,,,,1
BGD,Rajshahi/Rangpur,1810357,Total fertility rate 15-49,2.8,1,BD,Bangladesh,1997,BD1997DHS,FE_FRTR_W_TFR,11763080,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FEFRTRWTFR,BDDHS1997360007,1996-97,DHS,,,,,1
