ISO3,Location,DataId,Indicator,Value,Precision,DHS_CountryCode,CountryName,SurveyYear,SurveyId,IndicatorId,IndicatorOrder,IndicatorType,CharacteristicId,CharacteristicOrder,CharacteristicCategory,CharacteristicLabel,ByVariableId,ByVariableLabel,IsTotal,IsPreferred,SDRID,RegionId,SurveyYearLabel,SurveyType,DenominatorWeighted,DenominatorUnweighted,CILow,CIHigh,LevelRank
BGD,Khulna,3682129,Demand for family planning satisfied,83.6,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDS,32933140,I,360006,1360060,Region,Khulna,0,,0,1,FPNADMWPDS,BDDHS2004360006,2004,DHS,979,1210,,,1
BGD,Rajshahi/Rangpur,7024567,Demand for family planning satisfied,87.1,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDS,32933140,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPNADMWPDS,BDDHS2004360007,2004,DHS,2165,1848,,,1
BGD,Barishal,1566142,Demand for family planning satisfied by modern methods,59.5,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360001,1360010,Region,Barishal,0,,0,1,FPNADMWPDM,BDDHS2004360001,2004,DHS,480,923,,,1
BGD,Chattogram/Sylhet,5338299,Demand for family planning satisfied by modern methods,51.5,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,FPNADMWPDM,BDDHS2004360002,2004,DHS,1637,1904,,,
BGD,Chattogram,6290372,Demand for family planning satisfied by modern methods,54.8,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360003,1360030,Region,..Chattogram,0,,0,1,FPNADMWPDM,BDDHS2004360003,2004,DHS,1281,1310,,,1
BGD,Sylhet,6748804,Demand for family planning satisfied by modern methods,39.5,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360004,1360040,Region,..Sylhet,0,,0,1,FPNADMWPDM,BDDHS2004360004,2004,DHS,356,594,,,1
BGD,Dhaka before 2015,6063009,Demand for family planning satisfied by modern methods,66.2,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,FPNADMWPDM,BDDHS2004360005,2004,DHS,2410,1757,,,1
BGD,Khulna,3682130,Demand for family planning satisfied by modern methods,66.5,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360006,1360060,Region,Khulna,0,,0,1,FPNADMWPDM,BDDHS2004360006,2004,DHS,979,1210,,,1
BGD,Rajshahi/Rangpur,7024601,Demand for family planning satisfied by modern methods,73.8,1,BD,Bangladesh,2004,BD2004DHS,FP_NADM_W_PDM,32933150,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,FPNADMWPDM,BDDHS2004360007,2004,DHS,2165,1848,,,1
BGD,Barishal,1429186,Median age at first marriage [Women]: 25-49,14.8,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360001,1360010,Region,Barishal,0,,0,1,MAAAFMWM2B,BDDHS2004360001,2004,DHS,,,,,1
BGD,Chattogram/Sylhet,1429201,Median age at first marriage [Women]: 25-49,15.3,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,MAAAFMWM2B,BDDHS2004360002,2004,DHS,,,,,
BGD,Chattogram,5380610,Median age at first marriage [Women]: 25-49,15.2,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360003,1360030,Region,..Chattogram,0,,0,1,MAAAFMWM2B,BDDHS2004360003,2004,DHS,,,,,1
BGD,Sylhet,1421049,Median age at first marriage [Women]: 25-49,15.5,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360004,1360040,Region,..Sylhet,0,,0,1,MAAAFMWM2B,BDDHS2004360004,2004,DHS,,,,,1
BGD,Dhaka before 2015,1404779,Median age at first marriage [Women]: 25-49,14.5,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,MAAAFMWM2B,BDDHS2004360005,2004,DHS,,,,,1
BGD,Khulna,1421043,Median age at first marriage [Women]: 25-49,14.2,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360006,1360060,Region,Khulna,0,,0,1,MAAAFMWM2B,BDDHS2004360006,2004,DHS,,,,,1
BGD,Rajshahi/Rangpur,1412109,Median age at first marriage [Women]: 25-49,14,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_W_M2B,41633090,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,MAAAFMWM2B,BDDHS2004360007,2004,DHS,,,,,1
BGD,Barishal,1429193,"Median age at first marriage [Men]: 25-49(54,59)",24.1,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_M_M2B,41634180,I,360001,1360010,Region,Barishal,0,,0,1,MAAAFMMM2B,BDDHS2004360001,2004,DHS,,,,,1
BGD,Dhaka before 2015,1404782,"Median age at first marriage [Men]: 25-49(54,59)",24.3,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_M_M2B,41634180,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,MAAAFMMM2B,BDDHS2004360005,2004,DHS,,,,,1
BGD,Khulna,1421060,"Median age at first marriage [Men]: 25-49(54,59)",24.5,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_M_M2B,41634180,I,360006,1360060,Region,Khulna,0,,0,1,MAAAFMMM2B,BDDHS2004360006,2004,DHS,,,,,1
BGD,Rajshahi/Rangpur,1412111,"Median age at first marriage [Men]: 25-49(54,59)",22.9,1,BD,Bangladesh,2004,BD2004DHS,MA_AAFM_M_M2B,41634180,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,MAAAFMMM2B,BDDHS2004360007,2004,DHS,,,,,1
BGD,Barishal,1429227,"Median age at first sexual intercourse [Men]: 25-49(54,59)",22.3,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360001,1360010,Region,Barishal,0,,0,1,SXAAFSMM2B,BDDHS2004360001,2004,DHS,,,,,1
BGD,Chattogram/Sylhet,1429242,"Median age at first sexual intercourse [Men]: 25-49(54,59)",24.4,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360002,1360020,Region,Chattogram/Sylhet,0,,0,1,SXAAFSMM2B,BDDHS2004360002,2004,DHS,,,,,
BGD,Chattogram,5380623,"Median age at first sexual intercourse [Men]: 25-49(54,59)",24.7,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360003,1360030,Region,..Chattogram,0,,0,1,SXAAFSMM2B,BDDHS2004360003,2004,DHS,,,,,1
BGD,Sylhet,1421120,"Median age at first sexual intercourse [Men]: 25-49(54,59)",23.1,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360004,1360040,Region,..Sylhet,0,,0,1,SXAAFSMM2B,BDDHS2004360004,2004,DHS,,,,,1
BGD,Dhaka before 2015,1404826,"Median age at first sexual intercourse [Men]: 25-49(54,59)",22.3,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360005,1360050,Region,Dhaka before 2015,0,,0,1,SXAAFSMM2B,BDDHS2004360005,2004,DHS,,,,,1
BGD,Khulna,1421133,"Median age at first sexual intercourse [Men]: 25-49(54,59)",22.9,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360006,1360060,Region,Khulna,0,,0,1,SXAAFSMM2B,BDDHS2004360006,2004,DHS,,,,,1
BGD,Rajshahi/Rangpur,1412328,"Median age at first sexual intercourse [Men]: 25-49(54,59)",21.7,1,BD,Bangladesh,2004,BD2004DHS,SX_AAFS_M_M2B,51704180,I,360007,1360070,Region,Rajshahi/Rangpur,0,,0,1,SXAAFSMM2B,BDDHS2004360007,2004,DHS,,,,,1
BGD,Barishal,7674384,Neonatal mortality rate,32,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360001,2004,DHS,,,21,43,1
BGD,Chattogram/Sylhet,1739855,Neonatal mortality rate,47,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360002,2004,DHS,,,40,54,
BGD,Chattogram,7964093,Neonatal mortality rate,41,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360003,2004,DHS,,,33,49,1
BGD,Sylhet,1728543,Neonatal mortality rate,63,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360004,1360040,Region,..Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360004,2004,DHS,,,51,76,1
BGD,Dhaka before 2015,7810238,Neonatal mortality rate,47,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360005,2004,DHS,,,38,55,1
BGD,Khulna,7895012,Neonatal mortality rate,47,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360006,2004,DHS,,,34,60,1
BGD,Rajshahi/Rangpur,7494513,Neonatal mortality rate,48,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_NNR,63206010,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCNNR,BDDHS2004360007,2004,DHS,,,38,59,1
BGD,Barishal,7828341,Postneonatal mortality rate,29,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360001,2004,DHS,,,18,41,1
BGD,Chattogram/Sylhet,7471096,Postneonatal mortality rate,30,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360002,2004,DHS,,,24,35,
BGD,Chattogram,1734808,Postneonatal mortality rate,27,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360003,2004,DHS,,,21,33,1
BGD,Sylhet,7936195,Postneonatal mortality rate,37,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360004,1360040,Region,..Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360004,2004,DHS,,,26,47,1
BGD,Dhaka before 2015,1734858,Postneonatal mortality rate,28,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360005,2004,DHS,,,22,34,1
BGD,Khulna,7712125,Postneonatal mortality rate,19,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360006,2004,DHS,,,9,29,1
BGD,Rajshahi/Rangpur,1722318,Postneonatal mortality rate,22,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_PNR,63206020,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCPNR,BDDHS2004360007,2004,DHS,,,15,28,1
BGD,Barishal,7452888,Infant mortality rate,61,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360001,2004,DHS,,,45,78,1
BGD,Chattogram/Sylhet,7664123,Infant mortality rate,76,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360002,2004,DHS,,,68,85,
BGD,Chattogram,1734786,Infant mortality rate,67,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360003,2004,DHS,,,59,76,1
BGD,Sylhet,7892206,Infant mortality rate,100,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360004,1360040,Region,..Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360004,2004,DHS,,,80,120,1
BGD,Dhaka before 2015,1734761,Infant mortality rate,75,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360005,2004,DHS,,,63,86,1
BGD,Khulna,7824255,Infant mortality rate,66,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360006,2004,DHS,,,52,80,1
BGD,Rajshahi/Rangpur,1722322,Infant mortality rate,70,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_IMR,63206030,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCIMR,BDDHS2004360007,2004,DHS,,,57,83,1
BGD,Barishal,7637197,Child mortality rate,32,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360001,2004,DHS,,,23,41,1
BGD,Chattogram/Sylhet,7828336,Child mortality rate,36,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360002,2004,DHS,,,28,44,
BGD,Chattogram,7861603,Child mortality rate,39,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360003,2004,DHS,,,29,48,1
BGD,Sylhet,7465130,Child mortality rate,29,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360004,1360040,Region,..Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360004,2004,DHS,,,16,42,1
BGD,Dhaka before 2015,7701726,Child mortality rate,27,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360005,2004,DHS,,,19,34,1
BGD,Khulna,7649419,Child mortality rate,13,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360006,2004,DHS,,,8,18,1
BGD,Rajshahi/Rangpur,7968120,Child mortality rate,17,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_CMR,63206040,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCCMR,BDDHS2004360007,2004,DHS,,,12,23,1
BGD,Barishal,1739877,Under-five mortality rate,92,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360001,1360010,Region,Barishal,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360001,2004,DHS,,,73,110,1
BGD,Chattogram/Sylhet,7555162,Under-five mortality rate,110,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360002,1360020,Region,Chattogram/Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360002,2004,DHS,,,99,121,
BGD,Chattogram,7962685,Under-five mortality rate,103,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360003,1360030,Region,..Chattogram,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360003,2004,DHS,,,92,115,1
BGD,Sylhet,1728544,Under-five mortality rate,126,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360004,1360040,Region,..Sylhet,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360004,2004,DHS,,,101,151,1
BGD,Dhaka before 2015,7863649,Under-five mortality rate,99,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360005,1360050,Region,Dhaka before 2015,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360005,2004,DHS,,,85,114,1
BGD,Khulna,3014141,Under-five mortality rate,78,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360006,1360060,Region,Khulna,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360006,2004,DHS,,,63,93,1
BGD,Rajshahi/Rangpur,7774220,Under-five mortality rate,86,0,BD,Bangladesh,2004,BD2004DHS,CM_ECMR_C_U5M,63206050,I,360007,1360070,Region,Rajshahi/Rangpur,14003,Ten years preceding the survey,0,1,CMECMRCU5M,BDDHS2004360007,2004,DHS,,,72,101,1
BGD,Barishal,1317899,Antenatal care from a skilled provider,36.2,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360001,1360010,Region,Barishal,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360001,2004,DHS,224,408,,,1
BGD,Barishal,5350993,Antenatal care from a skilled provider,34.8,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360001,1360010,Region,Barishal,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360001,2004,DHS,333,615,,,1
BGD,Barishal,6695012,Antenatal care from a skilled provider,35.8,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360001,1360010,Region,Barishal,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360001,2004,DHS,157,280,,,1
BGD,Chattogram/Sylhet,1317910,Antenatal care from a skilled provider,39.7,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360002,1360020,Region,Chattogram/Sylhet,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360002,2004,DHS,1120,1301,,,
BGD,Chattogram/Sylhet,1317895,Antenatal care from a skilled provider,39.7,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360002,1360020,Region,Chattogram/Sylhet,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360002,2004,DHS,1513,1743,,,
BGD,Chattogram/Sylhet,5628199,Antenatal care from a skilled provider,39.8,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360002,1360020,Region,Chattogram/Sylhet,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360002,2004,DHS,788,915,,,
BGD,Chattogram,7306506,Antenatal care from a skilled provider,39.1,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360003,1360030,Region,..Chattogram,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360003,2004,DHS,812,805,,,1
BGD,Chattogram,4860518,Antenatal care from a skilled provider,39.3,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360003,1360030,Region,..Chattogram,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360003,2004,DHS,1113,1107,,,1
BGD,Chattogram,1303787,Antenatal care from a skilled provider,39.3,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360003,1360030,Region,..Chattogram,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360003,2004,DHS,565,559,,,1
BGD,Sylhet,2808578,Antenatal care from a skilled provider,41.4,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360004,1360040,Region,..Sylhet,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360004,2004,DHS,309,496,,,1
BGD,Sylhet,6597440,Antenatal care from a skilled provider,41,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360004,1360040,Region,..Sylhet,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360004,2004,DHS,400,636,,,1
BGD,Sylhet,6977627,Antenatal care from a skilled provider,41.2,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360004,1360040,Region,..Sylhet,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360004,2004,DHS,223,356,,,1
BGD,Dhaka before 2015,5870029,Antenatal care from a skilled provider,43.4,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360005,1360050,Region,Dhaka before 2015,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360005,2004,DHS,1161,818,,,1
BGD,Dhaka before 2015,2918379,Antenatal care from a skilled provider,41.6,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360005,1360050,Region,Dhaka before 2015,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360005,2004,DHS,1676,1191,,,1
BGD,Dhaka before 2015,816629,Antenatal care from a skilled provider,45.3,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360005,1360050,Region,Dhaka before 2015,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360005,2004,DHS,793,558,,,1
BGD,Khulna,4718324,Antenatal care from a skilled provider,49.3,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360006,1360060,Region,Khulna,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360006,2004,DHS,418,502,,,1
BGD,Khulna,6056088,Antenatal care from a skilled provider,46,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360006,1360060,Region,Khulna,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360006,2004,DHS,607,727,,,1
BGD,Khulna,1311398,Antenatal care from a skilled provider,48.7,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360006,1360060,Region,Khulna,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360006,2004,DHS,279,332,,,1
BGD,Rajshahi/Rangpur,4672665,Antenatal care from a skilled provider,42,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360007,1360070,Region,Rajshahi/Rangpur,14000,Three years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360007,2004,DHS,838,706,,,1
BGD,Rajshahi/Rangpur,4042995,Antenatal care from a skilled provider,40.2,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360007,1360070,Region,Rajshahi/Rangpur,14001,Five years preceding the survey,0,0,RHANCPWSKP,BDDHS2004360007,2004,DHS,1282,1082,,,1
BGD,Rajshahi/Rangpur,7398570,Antenatal care from a skilled provider,43.5,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCP_W_SKP,83363120,I,360007,1360070,Region,Rajshahi/Rangpur,14002,Two years preceding the survey,0,1,RHANCPWSKP,BDDHS2004360007,2004,DHS,592,493,,,1
BGD,Barishal,1317927,Antenatal visits for pregnancy: 4+ visits,11.6,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360001,1360010,Region,Barishal,14000,Three years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360001,2004,DHS,224,408,,,1
BGD,Barishal,7133277,Antenatal visits for pregnancy: 4+ visits,12.7,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360001,1360010,Region,Barishal,14001,Five years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360001,2004,DHS,333,615,,,1
BGD,Barishal,4678300,Antenatal visits for pregnancy: 4+ visits,11.5,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360001,1360010,Region,Barishal,14002,Two years preceding the survey,0,1,RHANCNWN4P,BDDHS2004360001,2004,DHS,157,280,,,1
BGD,Chattogram/Sylhet,154855,Antenatal visits for pregnancy: 4+ visits,13.5,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360002,1360020,Region,Chattogram/Sylhet,14000,Three years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360002,2004,DHS,1120,1301,,,
BGD,Chattogram/Sylhet,3933355,Antenatal visits for pregnancy: 4+ visits,14.1,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360002,1360020,Region,Chattogram/Sylhet,14001,Five years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360002,2004,DHS,1513,1743,,,
BGD,Chattogram/Sylhet,6381763,Antenatal visits for pregnancy: 4+ visits,13.4,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360002,1360020,Region,Chattogram/Sylhet,14002,Two years preceding the survey,0,1,RHANCNWN4P,BDDHS2004360002,2004,DHS,788,915,,,
BGD,Chattogram,6815750,Antenatal visits for pregnancy: 4+ visits,14.8,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360003,1360030,Region,..Chattogram,14000,Three years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360003,2004,DHS,812,805,,,1
BGD,Chattogram,5128690,Antenatal visits for pregnancy: 4+ visits,15.3,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360003,1360030,Region,..Chattogram,14001,Five years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360003,2004,DHS,1113,1107,,,1
BGD,Chattogram,1303830,Antenatal visits for pregnancy: 4+ visits,14.7,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360003,1360030,Region,..Chattogram,14002,Two years preceding the survey,0,1,RHANCNWN4P,BDDHS2004360003,2004,DHS,565,559,,,1
BGD,Sylhet,4169776,Antenatal visits for pregnancy: 4+ visits,10.2,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360004,1360040,Region,..Sylhet,14000,Three years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360004,2004,DHS,309,496,,,1
BGD,Sylhet,3306211,Antenatal visits for pregnancy: 4+ visits,10.9,1,BD,Bangladesh,2004,BD2004DHS,RH_ANCN_W_N4P,83403040,I,360004,1360040,Region,..Sylhet,14001,Five years preceding the survey,0,0,RHANCNWN4P,BDDHS2004360004,2004,DHS,400,636,,,1
